transaction_id,customer_id,transaction_date,order_value,products_purchased,discount_applied
3031,1274,2024-07-04,71.25,2,0.0
3032,1274,2024-07-24,65.28,1,5.0
3033,1275,2024-07-04,56.64,1,0.0
3034,1275,2024-07-22,42.37,3,20.0
3035,1275,2024-09-12,57.17,4,15.0
3036,1276,2024-07-05,38.32,1,0.0
3037,1277,2024-07-05,42.75,1,0.0
3038,1277,2024-07-28,35.16,1,5.0
3039,1278,2024-07-05,38.44,2,0.0
3040,1279,2024-07-05,72.71,3,0.0
3041,1279,2024-08-04,55.09,4,15.0
3042,1280,2024-07-05,93.01,2,0.0
3043,1280,2024-07-25,99.01,1,0.0
3044,1281,2024-07-05,97.3,1,0.0
3045,1281,2024-09-02,85.47,4,20.0
3046,1282,2024-07-06,73.13,4,0.0
3047,1282,2024-07-24,63.5,3,15.0
3048,1283,2024-07-07,36.39,1,0.0
3049,1283,2024-07-22,32.32,4,0.0
3050,1284,2024-07-07,74.4,5,0.0
3051,1284,2024-08-26,56.07,3,0.0
3052,1284,2024-09-26,53.18,1,0.0
3053,1285,2024-07-07,78.09,3,0.0
3054,1286,2024-07-07,83.95,2,0.0
3055,1287,2024-02-19,46.94,4,0.0
3056,1288,2024-02-19,54.95,3,0.0
3057,1288,2024-03-24,55.85,4,10.0
3058,1288,2024-04-29,46.8,1,0.0
3059,1288,2024-06-04,44.15,2,10.0
3060,1289,2024-02-19,111.13,5,0.0
3061,1289,2024-02-28,99.6,2,10.0
3062,1289,2024-03-25,79.73,2,5.0
3063,1289,2024-05-17,105.59,2,20.0
3064,1290,2024-02-19,96.64,2,0.0
3065,1290,2024-03-14,87.36,4,0.0
3066,1290,2024-03-31,72.18,4,10.0
3067,1291,2024-02-19,94.25,3,0.0
3068,1291,2024-03-06,92.91,2,0.0
3069,1291,2024-03-23,73.49,4,15.0
3070,1292,2024-02-19,97.91,1,0.0
3071,1292,2024-03-18,68.6,2,0.0
3072,1292,2024-03-26,69.25,4,10.0
3073,1293,2024-02-19,70.4,3,0.0
3074,1294,2024-02-19,51.97,2,0.0
3075,1294,2024-03-30,48.26,1,20.0
3076,1294,2024-04-13,44.82,1,0.0
3077,1295,2024-02-19,89.19,4,0.0
3078,1296,2024-02-19,64.36,2,0.0
3079,1296,2024-03-28,50.24,4,5.0
3080,1297,2024-02-19,47.6,1,0.0
3081,1298,2024-02-19,104.9,3,0.0
3082,1298,2024-04-19,113.33,4,20.0
3083,1298,2024-05-12,89.73,1,0.0
3084,1298,2024-06-26,107.67,3,10.0
3085,1298,2024-07-18,91.66,2,0.0
3086,1298,2024-07-31,95.39,3,0.0
3087,1298,2024-09-14,96.73,3,0.0
3088,1299,2024-02-19,73.9,5,0.0
3089,1299,2024-04-02,80.19,2,0.0
3090,1299,2024-04-25,75.52,1,15.0
3091,1300,2024-02-19,70.31,3,0.0
3092,1300,2024-04-14,55.94,4,5.0
3093,1301,2024-02-19,59.6,4,0.0
3094,1301,2024-04-02,56.2,3,0.0
3095,1302,2024-02-19,89.78,4,0.0
3096,1302,2024-03-06,88.56,1,0.0
3097,1302,2024-04-23,88.74,2,20.0
3098,1303,2024-02-19,51.73,5,0.0
3099,1303,2024-03-05,49.71,4,10.0
3100,1304,2024-02-19,51.5,1,0.0
3101,1304,2024-03-22,38.95,3,10.0
3102,1304,2024-04-14,50.24,4,0.0
3103,1305,2024-02-19,63.57,3,0.0
3104,1305,2024-03-16,48.56,3,0.0
3105,1306,2024-02-19,92.43,1,0.0
3106,1306,2024-03-02,70.6,2,0.0
3107,1306,2024-04-13,69.0,1,5.0
3108,1307,2024-02-19,58.15,3,0.0
3109,1307,2024-03-22,43.37,1,0.0
3110,1307,2024-04-09,45.8,4,0.0
3111,1308,2024-02-19,99.85,1,0.0
3112,1308,2024-03-05,92.32,2,10.0
3113,1308,2024-03-13,73.48,2,15.0
3114,1308,2024-03-28,92.57,4,15.0
3115,1308,2024-04-09,74.89,3,15.0
3116,1309,2024-02-19,106.09,3,0.0
3117,1309,2024-04-13,92.48,3,20.0
3118,1309,2024-06-11,107.02,3,15.0
3119,1309,2024-08-03,76.22,2,0.0
3120,1309,2024-08-24,110.42,4,0.0
3121,1310,2024-02-19,79.09,1,0.0
3122,1311,2024-02-19,42.67,2,0.0
3123,1311,2024-03-28,42.14,2,20.0
3124,1312,2024-02-19,49.13,3,0.0
3125,1312,2024-03-12,41.26,1,5.0
3126,1313,2024-02-19,59.68,4,0.0
3127,1313,2024-03-17,59.84,2,15.0
3128,1314,2024-02-19,57.25,4,0.0
3129,1314,2024-02-26,51.74,4,20.0
3130,1315,2024-02-19,65.03,3,0.0
3131,1316,2024-02-19,37.55,1,0.0
3132,1317,2024-02-19,85.35,4,0.0
3133,1317,2024-03-14,86.72,4,0.0
3134,1317,2024-03-26,82.36,1,10.0
3135,1318,2024-02-19,65.93,1,0.0
3136,1318,2024-03-03,67.41,4,0.0
3137,1319,2024-02-19,51.42,2,0.0
3138,1319,2024-03-14,52.69,1,0.0
3139,1319,2024-04-16,54.07,4,20.0
3140,1320,2024-02-19,38.9,2,0.0
3141,1320,2024-03-18,39.53,3,5.0
3142,1321,2024-02-19,101.76,3,0.0
3143,1321,2024-03-13,94.63,1,0.0
3144,1321,2024-04-06,103.84,1,15.0
3145,1321,2024-05-28,96.16,2,20.0
3146,1321,2024-06-09,92.85,2,5.0
3147,1322,2024-02-19,95.7,4,0.0
3148,1322,2024-03-11,79.9,3,10.0
3149,1323,2024-02-19,55.41,1,0.0
3150,1323,2024-04-17,48.09,4,0.0
3151,1324,2024-02-19,91.58,3,0.0
3152,1324,2024-03-03,94.02,2,0.0
3153,1324,2024-05-01,96.27,2,0.0
3154,1325,2024-02-20,86.87,1,0.0
3155,1325,2024-02-28,64.93,1,5.0
3156,1325,2024-04-22,93.86,1,5.0
3157,1326,2024-02-20,77.92,4,0.0
3158,1326,2024-04-12,77.3,4,20.0
3159,1326,2024-04-22,60.86,2,0.0
3160,1327,2024-02-20,66.56,5,0.0
3161,1327,2024-04-19,62.36,1,10.0
3162,1328,2024-02-20,76.81,1,0.0
3163,1329,2024-02-20,74.82,1,0.0
3164,1329,2024-03-28,76.71,1,0.0
3165,1330,2024-02-20,78.86,1,0.0
3166,1330,2024-04-08,72.7,1,0.0
3167,1331,2024-02-20,83.48,3,0.0
3168,1332,2024-02-20,61.7,5,0.0
3169,1332,2024-04-04,59.18,4,20.0
3170,1333,2024-02-20,85.57,3,0.0
3171,1333,2024-03-26,71.56,2,0.0
3172,1334,2024-02-20,45.78,1,0.0
3173,1334,2024-03-08,42.27,4,15.0
3174,1335,2024-02-20,76.74,4,0.0
3175,1335,2024-03-27,72.1,2,0.0
3176,1336,2024-02-20,42.5,1,0.0
3177,1337,2024-02-20,100.14,4,0.0
3178,1337,2024-04-11,90.61,4,20.0
3179,1338,2024-02-20,47.23,2,0.0
3180,1339,2024-02-20,103.01,5,0.0
3181,1339,2024-03-22,82.46,1,5.0
3182,1339,2024-04-29,86.07,1,0.0
3183,1340,2024-02-20,52.66,4,0.0
3184,1340,2024-02-27,40.7,1,0.0
3185,1341,2024-02-20,73.9,3,0.0
3186,1341,2024-03-30,52.66,3,0.0
3187,1341,2024-05-27,74.43,4,0.0
3188,1342,2024-02-20,44.91,2,0.0
3189,1343,2024-02-20,80.33,4,0.0
3190,1344,2024-02-20,100.22,4,0.0
3191,1344,2024-04-15,85.48,4,0.0
3192,1344,2024-06-03,89.08,4,5.0
3193,1344,2024-07-02,72.81,1,10.0
3194,1344,2024-08-01,98.09,1,0.0
3195,1344,2024-09-24,74.78,3,5.0
3196,1344,2024-10-01,89.41,2,0.0
3197,1344,2024-10-10,109.41,3,20.0
3198,1345,2024-02-20,86.84,3,0.0
3199,1346,2024-02-20,76.94,5,0.0
3200,1347,2024-02-20,90.1,5,0.0
3201,1347,2024-04-01,93.89,1,10.0
3202,1347,2024-04-08,73.93,4,0.0
3203,1348,2024-02-20,56.7,1,0.0
3204,1348,2024-03-12,40.75,3,0.0
3205,1349,2024-02-20,64.98,4,0.0
3206,1349,2024-03-21,65.33,4,15.0
3207,1350,2024-02-20,82.95,4,0.0
3208,1350,2024-04-09,86.86,3,10.0
3209,1350,2024-05-21,61.07,3,0.0
3210,1351,2024-02-20,42.82,1,0.0
3211,1352,2024-02-20,107.27,3,0.0
3212,1352,2024-04-16,117.72,4,5.0
3213,1352,2024-05-23,85.68,3,0.0
3214,1352,2024-07-03,108.15,4,5.0
3215,1352,2024-07-16,80.84,3,10.0
3216,1353,2024-02-20,53.16,5,0.0
3217,1353,2024-03-21,42.73,1,5.0
3218,1353,2024-04-11,52.83,2,0.0
3219,1354,2024-02-20,74.36,3,0.0
3220,1354,2024-04-14,77.11,3,0.0
3221,1354,2024-05-20,65.99,3,0.0
3222,1354,2024-06-02,52.86,1,0.0
3223,1355,2024-02-20,104.23,5,0.0
3224,1355,2024-03-21,88.98,4,0.0
3225,1355,2024-05-08,104.34,1,5.0
3226,1355,2024-06-15,86.22,1,0.0
3227,1355,2024-06-26,108.0,3,10.0
3228,1355,2024-07-27,75.04,2,10.0
3229,1356,2024-02-20,43.5,3,0.0
3230,1357,2024-02-20,97.58,5,0.0
3231,1357,2024-03-07,103.18,3,0.0
3232,1357,2024-04-10,78.09,4,0.0
3233,1358,2024-02-20,42.05,2,0.0
3234,1358,2024-03-02,43.89,2,15.0
3235,1359,2024-02-20,79.35,2,0.0
3236,1359,2024-03-24,77.5,2,0.0
3237,1360,2024-02-20,107.87,5,0.0
3238,1360,2024-03-30,111.58,1,10.0
3239,1360,2024-05-18,105.46,3,20.0
3240,1360,2024-06-27,118.38,2,10.0
3241,1361,2024-02-20,68.7,1,0.0
3242,1362,2024-02-20,65.18,3,0.0
3243,1362,2024-04-17,46.29,2,10.0
3244,1362,2024-05-30,56.53,3,0.0
3245,1363,2024-02-20,90.63,4,0.0
3246,1363,2024-04-10,87.23,4,0.0
3247,1363,2024-06-03,80.61,4,10.0
3248,1364,2024-02-20,99.27,3,0.0
3249,1364,2024-03-08,86.81,1,0.0
3250,1364,2024-05-04,90.41,2,0.0
3251,1364,2024-06-05,99.25,4,0.0
3252,1365,2024-02-20,57.44,1,0.0
3253,1365,2024-04-08,43.59,1,0.0
3254,1366,2024-02-20,40.55,4,0.0
3255,1367,2024-02-20,42.78,4,0.0
3256,1368,2024-02-20,60.29,4,0.0
3257,1368,2024-03-08,43.58,2,0.0
3258,1369,2024-02-20,108.35,5,0.0
3259,1369,2024-03-16,87.47,4,10.0
3260,1369,2024-04-06,77.25,1,0.0
3261,1369,2024-05-20,112.96,2,0.0
3262,1369,2024-06-07,108.21,1,10.0
3263,1370,2024-02-20,109.54,3,0.0
3264,1370,2024-03-23,88.45,1,20.0
3265,1370,2024-05-03,77.79,4,0.0
3266,1371,2024-02-20,44.78,1,0.0
3267,1372,2024-02-20,91.89,4,0.0
3268,1373,2024-02-20,77.37,1,0.0
3269,1373,2024-03-10,60.62,4,5.0
3270,1374,2024-02-20,51.71,3,0.0
3271,1374,2024-03-12,53.84,4,20.0
3272,1375,2024-02-20,76.96,5,0.0
3273,1375,2024-03-26,67.21,1,0.0
3274,1376,2024-02-20,56.16,4,0.0
3275,1377,2024-02-20,84.4,3,0.0
3276,1377,2024-03-20,79.87,3,10.0
3277,1377,2024-05-04,66.47,2,10.0
3278,1377,2024-06-24,64.41,4,20.0
3279,1378,2024-02-20,50.92,5,0.0
3280,1378,2024-04-03,38.04,2,5.0
3281,1379,2024-02-20,93.69,1,0.0
3282,1379,2024-04-16,86.69,1,5.0
3283,1379,2024-05-20,92.51,4,5.0
3284,1380,2024-02-20,68.64,4,0.0
3285,1381,2024-02-20,45.41,3,0.0
3286,1382,2024-02-20,85.4,3,0.0
3287,1382,2024-03-26,84.47,4,10.0
3288,1382,2024-04-02,74.08,3,5.0
3289,1383,2024-02-20,64.35,1,0.0
3290,1383,2024-04-01,45.31,1,15.0
3291,1383,2024-04-10,49.32,1,20.0
3292,1384,2024-02-20,71.9,3,0.0
3293,1384,2024-02-29,58.37,1,10.0
3294,1385,2024-02-20,87.39,2,0.0
3295,1385,2024-03-10,69.82,1,0.0
3296,1386,2024-02-20,103.71,3,0.0
3297,1386,2024-03-07,106.18,3,15.0
3298,1386,2024-03-17,77.31,2,15.0
3299,1387,2024-02-20,50.01,3,0.0
3300,1387,2024-03-23,46.63,3,20.0
3301,1388,2024-02-20,51.03,5,0.0
3302,1388,2024-04-16,40.73,3,0.0
3303,1389,2024-02-20,67.62,2,0.0
3304,1389,2024-04-18,61.87,2,0.0
3305,1389,2024-06-17,73.46,3,0.0
3306,1389,2024-07-31,48.89,3,20.0
3307,1390,2024-02-20,62.81,3,0.0
3308,1391,2024-02-20,49.36,2,0.0
3309,1392,2024-02-20,112.38,4,0.0
3310,1392,2024-03-02,100.29,3,0.0
3311,1392,2024-03-13,119.41,2,5.0
3312,1392,2024-04-06,107.48,2,10.0
3313,1393,2024-02-20,70.73,3,0.0
3314,1393,2024-03-26,51.66,1,0.0
3315,1394,2024-02-20,63.92,3,0.0
3316,1394,2024-03-23,48.02,3,5.0
3317,1394,2024-04-08,61.82,4,10.0
3318,1394,2024-04-21,67.69,1,0.0
3319,1395,2024-02-20,61.14,1,0.0
3320,1395,2024-04-16,48.39,2,0.0
3321,1396,2024-02-20,111.86,2,0.0
3322,1396,2024-03-10,85.74,1,0.0
3323,1396,2024-03-31,116.78,1,0.0
3324,1396,2024-04-24,87.69,2,20.0
3325,1396,2024-06-10,83.0,1,0.0
3326,1397,2024-02-20,61.85,4,0.0
3327,1397,2024-03-06,49.75,2,10.0
3328,1397,2024-04-29,49.51,2,0.0
3329,1398,2024-02-20,65.38,3,0.0
3330,1399,2024-02-20,94.81,5,0.0
3331,1399,2024-02-27,77.84,4,10.0
3332,1400,2024-02-20,69.79,1,0.0
3333,1400,2024-04-07,59.52,2,10.0
3334,1401,2024-02-20,91.94,3,0.0
3335,1401,2024-04-06,99.03,3,0.0
3336,1401,2024-05-17,88.83,3,5.0
3337,1401,2024-06-26,76.62,3,10.0
3338,1402,2024-02-20,83.13,5,0.0
3339,1402,2024-04-16,68.85,4,5.0
3340,1402,2024-06-12,63.91,3,15.0
3341,1403,2024-02-20,79.74,4,0.0
3342,1403,2024-04-04,80.66,3,0.0
3343,1404,2024-02-20,53.54,3,0.0
3344,1404,2024-04-04,45.87,2,10.0
3345,1404,2024-05-03,37.66,2,0.0
3346,1404,2024-06-29,51.69,4,15.0
3347,1405,2024-02-20,94.93,3,0.0
3348,1405,2024-04-02,82.06,3,10.0
3349,1406,2024-02-20,106.96,1,0.0
3350,1406,2024-03-08,108.8,3,0.0
3351,1406,2024-04-20,99.4,1,10.0
3352,1406,2024-06-07,92.73,4,0.0
3353,1406,2024-07-10,91.92,3,0.0
3354,1406,2024-08-23,90.33,2,0.0
3355,1407,2024-02-20,56.56,4,0.0
3356,1408,2024-02-20,109.62,1,0.0
3357,1408,2024-03-12,103.68,1,0.0
3358,1408,2024-04-03,92.99,2,0.0
3359,1408,2024-04-29,113.41,1,0.0
3360,1408,2024-05-06,107.2,1,5.0
3361,1408,2024-06-13,105.63,4,0.0
3362,1409,2024-02-20,71.06,4,0.0
3363,1409,2024-04-10,71.01,1,20.0
3364,1409,2024-05-14,74.48,3,5.0
3365,1409,2024-06-23,70.01,1,0.0
3366,1410,2024-02-20,67.28,5,0.0
3367,1410,2024-03-27,51.76,4,0.0
3368,1411,2024-02-20,91.97,4,0.0
3369,1412,2024-02-20,111.22,2,0.0
3370,1412,2024-03-11,121.59,4,0.0
3371,1412,2024-04-28,119.53,3,10.0
3372,1412,2024-05-10,120.78,2,0.0
3373,1412,2024-06-03,117.89,1,0.0
3374,1413,2024-02-20,82.18,4,0.0
3375,1413,2024-03-28,79.17,3,5.0
3376,1413,2024-04-30,86.92,1,20.0
3377,1414,2024-02-20,76.32,2,0.0
3378,1414,2024-02-29,78.42,1,5.0
3379,1414,2024-03-28,56.48,4,10.0
3380,1415,2024-02-20,112.01,1,0.0
3381,1415,2024-04-06,103.7,3,0.0
3382,1416,2024-02-20,60.14,1,0.0
3383,1416,2024-03-12,52.81,3,0.0
3384,1417,2024-02-20,60.03,4,0.0
3385,1417,2024-03-15,50.31,3,20.0
3386,1418,2024-02-20,54.14,5,0.0
3387,1419,2024-02-21,101.68,5,0.0
3388,1419,2024-03-21,106.73,3,20.0
3389,1419,2024-05-15,76.74,1,10.0
3390,1419,2024-06-20,78.21,4,10.0
3391,1420,2024-02-21,39.13,3,0.0
3392,1420,2024-02-28,42.72,3,0.0
3393,1420,2024-03-27,37.19,4,0.0
3394,1421,2024-02-21,99.15,2,0.0
3395,1421,2024-04-14,80.45,1,0.0
3396,1421,2024-06-09,78.15,1,10.0
3397,1422,2024-02-21,89.23,4,0.0
3398,1422,2024-03-30,92.67,4,15.0
3399,1422,2024-05-05,80.49,3,10.0
3400,1423,2024-02-21,58.2,2,0.0
3401,1423,2024-03-24,57.68,4,0.0
3402,1424,2024-02-21,79.02,4,0.0
3403,1424,2024-03-25,82.15,4,0.0
3404,1424,2024-05-22,83.8,1,20.0
3405,1425,2024-02-21,79.22,3,0.0
3406,1425,2024-03-22,81.33,1,15.0
3407,1426,2024-02-21,106.94,4,0.0
3408,1426,2024-04-12,82.0,1,20.0
3409,1426,2024-05-22,88.04,4,0.0
3410,1426,2024-07-21,98.9,3,0.0
3411,1427,2024-02-21,49.1,3,0.0
3412,1428,2024-02-21,40.33,4,0.0
3413,1428,2024-03-01,31.91,4,0.0
3414,1429,2024-02-21,64.17,4,0.0
3415,1429,2024-02-29,55.09,4,15.0
3416,1430,2024-02-21,47.88,4,0.0
3417,1431,2024-02-21,65.03,1,0.0
3418,1431,2024-04-15,50.29,4,5.0
3419,1432,2024-02-21,81.16,5,0.0
3420,1432,2024-03-31,71.49,4,15.0
3421,1433,2024-02-21,54.97,2,0.0
3422,1433,2024-04-06,56.25,4,0.0
3423,1433,2024-04-26,51.07,3,0.0
3424,1434,2024-02-21,98.33,5,0.0
3425,1435,2024-02-21,44.39,4,0.0
3426,1435,2024-03-19,45.26,3,15.0
3427,1436,2024-02-21,67.48,3,0.0
3428,1437,2024-02-21,106.34,1,0.0
3429,1437,2024-03-02,85.6,4,20.0
3430,1438,2024-02-21,92.57,4,0.0
3431,1438,2024-03-24,72.42,1,20.0
3432,1438,2024-04-10,86.2,1,15.0
3433,1438,2024-06-07,86.28,1,0.0
3434,1439,2024-02-21,91.77,4,0.0
3435,1439,2024-03-08,79.61,2,0.0
3436,1440,2024-02-21,96.97,4,0.0
3437,1440,2024-04-15,103.35,4,0.0
3438,1441,2024-02-21,50.47,5,0.0
3439,1441,2024-03-24,47.19,1,0.0
3440,1441,2024-05-14,47.27,2,15.0
3441,1442,2024-02-21,99.43,2,0.0
3442,1443,2024-02-21,89.22,5,0.0
3443,1443,2024-03-21,90.12,4,10.0
3444,1443,2024-04-21,83.82,3,0.0
3445,1444,2024-02-21,80.72,2,0.0
3446,1444,2024-03-15,88.67,2,10.0
3447,1444,2024-04-26,85.97,3,15.0
3448,1445,2024-02-21,105.57,1,0.0
3449,1445,2024-04-18,110.7,1,15.0
3450,1445,2024-05-29,78.61,1,5.0
3451,1445,2024-06-29,114.18,2,0.0
3452,1446,2024-02-21,82.14,3,0.0
3453,1447,2024-02-21,60.03,1,0.0
3454,1447,2024-03-15,63.21,2,10.0
3455,1448,2024-02-21,92.31,3,0.0
3456,1448,2024-03-27,93.22,4,0.0
3457,1449,2024-02-21,80.72,5,0.0
3458,1450,2024-02-21,43.39,3,0.0
3459,1450,2024-03-02,33.91,1,10.0
3460,1451,2024-02-21,41.69,1,0.0
3461,1452,2024-02-21,95.32,5,0.0
3462,1453,2024-02-21,63.59,3,0.0
3463,1453,2024-02-29,61.31,4,0.0
3464,1453,2024-04-08,61.29,2,0.0
3465,1454,2024-02-21,98.79,3,0.0
3466,1454,2024-03-25,90.49,1,5.0
3467,1454,2024-04-08,75.93,4,5.0
3468,1455,2024-02-21,68.74,2,0.0
3469,1455,2024-03-01,62.7,1,20.0
3470,1455,2024-03-15,60.66,2,15.0
3471,1455,2024-05-04,72.9,3,0.0
3472,1456,2024-02-21,102.59,2,0.0
3473,1456,2024-04-06,87.47,2,15.0
3474,1456,2024-05-04,112.78,4,15.0
3475,1456,2024-05-11,102.01,2,0.0
3476,1457,2024-02-21,102.73,2,0.0
3477,1457,2024-03-22,80.74,1,10.0
3478,1457,2024-04-07,111.23,3,5.0
3479,1457,2024-04-25,94.57,4,0.0
3480,1457,2024-06-23,110.0,2,0.0
3481,1458,2024-02-21,54.5,4,0.0
3482,1458,2024-04-16,44.55,3,5.0
3483,1458,2024-06-10,57.58,1,0.0
3484,1458,2024-07-01,53.38,3,5.0
3485,1459,2024-02-21,86.46,5,0.0
3486,1460,2024-02-21,82.67,3,0.0
3487,1461,2024-02-21,38.36,3,0.0
3488,1462,2024-02-21,95.81,1,0.0
3489,1462,2024-04-13,88.91,2,5.0
3490,1463,2024-02-21,66.19,4,0.0
3491,1463,2024-03-11,71.77,4,0.0
3492,1463,2024-04-12,67.69,4,10.0
3493,1463,2024-04-23,49.76,3,10.0
3494,1464,2024-02-21,60.36,2,0.0
3495,1464,2024-03-02,65.22,4,0.0
3496,1464,2024-04-04,55.86,1,0.0
3497,1464,2024-05-06,44.01,4,5.0
3498,1464,2024-06-04,51.35,2,10.0
3499,1465,2024-02-21,40.59,5,0.0
3500,1466,2024-02-21,77.99,2,0.0
3501,1466,2024-04-03,77.52,4,20.0
3502,1467,2024-02-21,48.72,4,0.0
3503,1468,2024-02-21,75.18,3,0.0
3504,1468,2024-03-18,56.28,2,0.0
3505,1469,2024-02-21,54.06,5,0.0
3506,1470,2024-02-21,41.29,5,0.0
3507,1471,2024-02-21,92.37,3,0.0
3508,1471,2024-04-01,92.22,1,20.0
3509,1472,2024-02-21,66.97,2,0.0
3510,1472,2024-02-29,47.0,3,0.0
3511,1472,2024-04-17,73.1,4,15.0
3512,1473,2024-02-21,70.92,2,0.0
3513,1474,2024-02-21,82.13,2,0.0
3514,1475,2024-02-21,75.35,2,0.0
3515,1475,2024-02-29,58.9,4,20.0
3516,1476,2024-02-21,54.16,2,0.0
3517,1476,2024-03-01,50.72,4,10.0
3518,1477,2024-02-21,59.23,4,0.0
3519,1477,2024-04-15,60.08,2,15.0
3520,1477,2024-04-22,49.27,2,15.0
3521,1477,2024-05-10,46.99,2,20.0
3522,1478,2024-02-21,67.07,5,0.0
3523,1479,2024-02-21,47.41,4,0.0
3524,1480,2024-02-21,43.69,5,0.0
3525,1481,2024-02-21,80.36,5,0.0
3526,1481,2024-04-04,86.47,1,20.0
3527,1482,2024-02-21,41.2,4,0.0
3528,1483,2024-02-21,67.44,1,0.0
3529,1483,2024-03-22,53.84,4,0.0
3530,1484,2024-02-21,43.88,4,0.0
3531,1485,2024-02-22,75.14,5,0.0
3532,1485,2024-03-30,57.19,3,20.0
3533,1485,2024-04-21,76.5,4,0.0
3534,1485,2024-06-12,57.51,1,0.0
3535,1486,2024-02-22,95.54,4,0.0
3536,1486,2024-03-25,70.58,4,0.0
3537,1487,2024-02-22,47.28,4,0.0
3538,1487,2024-03-10,34.48,1,0.0
3539,1488,2024-02-22,47.62,4,0.0
3540,1489,2024-02-22,79.45,5,0.0
3541,1490,2024-02-22,74.09,1,0.0
3542,1490,2024-03-21,76.56,1,15.0
3543,1491,2024-02-22,86.42,2,0.0
3544,1491,2024-03-02,67.06,2,15.0
3545,1491,2024-04-06,70.4,1,10.0
3546,1492,2024-02-22,52.21,4,0.0
3547,1492,2024-03-28,52.21,4,10.0
3548,1493,2024-02-22,83.7,1,0.0
3549,1494,2024-02-22,92.68,4,0.0
3550,1494,2024-04-18,92.94,4,0.0
3551,1495,2024-02-22,55.97,1,0.0
3552,1495,2024-03-15,60.69,3,0.0
3553,1495,2024-04-13,47.77,1,0.0
3554,1496,2024-02-22,42.87,5,0.0
3555,1497,2024-02-22,95.76,5,0.0
3556,1497,2024-03-22,87.89,1,0.0
3557,1497,2024-05-21,84.34,4,0.0
3558,1498,2024-02-22,61.76,5,0.0
3559,1499,2024-02-22,106.81,4,0.0
3560,1499,2024-03-18,75.25,1,0.0
3561,1500,2024-02-22,44.22,3,0.0
3562,1501,2024-02-22,87.88,1,0.0
3563,1501,2024-04-19,86.54,2,0.0
3564,1501,2024-05-30,62.36,4,0.0
3565,1502,2024-02-22,69.27,2,0.0
3566,1502,2024-04-01,58.79,4,20.0
3567,1503,2024-02-22,63.62,1,0.0
3568,1503,2024-03-25,52.72,3,10.0
3569,1504,2024-02-22,61.56,4,0.0
3570,1504,2024-03-27,60.56,2,0.0
3571,1505,2024-02-22,82.04,3,0.0
3572,1505,2024-03-03,88.03,4,10.0
3573,1506,2024-02-22,39.32,3,0.0
3574,1507,2024-02-22,60.36,4,0.0
3575,1507,2024-04-01,59.63,4,10.0
3576,1508,2024-02-22,111.57,5,0.0
3577,1508,2024-04-12,110.04,1,10.0
3578,1508,2024-06-04,114.8,3,15.0
3579,1509,2024-02-22,83.72,1,0.0
3580,1509,2024-04-12,87.28,4,0.0
3581,1509,2024-04-25,69.83,3,0.0
3582,1510,2024-02-22,111.76,1,0.0
3583,1510,2024-04-20,96.08,1,0.0
3584,1510,2024-06-07,96.26,4,0.0
3585,1510,2024-06-24,84.79,2,0.0
3586,1510,2024-07-31,108.55,4,5.0
3587,1511,2024-02-22,70.67,3,0.0
3588,1511,2024-04-15,69.21,1,20.0
3589,1512,2024-02-22,48.44,2,0.0
3590,1513,2024-02-22,40.87,4,0.0
3591,1514,2024-02-22,98.86,3,0.0
3592,1514,2024-03-04,101.74,3,10.0
3593,1515,2024-02-22,52.48,5,0.0
3594,1515,2024-04-19,46.94,4,5.0
3595,1515,2024-05-22,40.51,4,0.0
3596,1516,2024-02-22,65.54,3,0.0
3597,1516,2024-02-29,49.49,1,5.0
3598,1517,2024-02-22,94.33,1,0.0
3599,1517,2024-03-31,96.71,1,5.0
3600,1517,2024-05-01,85.54,3,0.0
3601,1518,2024-02-22,101.46,4,0.0
3602,1518,2024-03-25,87.09,1,5.0
3603,1518,2024-04-09,100.69,1,15.0
3604,1519,2024-02-22,45.93,4,0.0
3605,1519,2024-02-29,43.61,1,10.0
3606,1519,2024-03-20,42.93,1,10.0
3607,1520,2024-02-22,41.59,1,0.0
3608,1521,2024-02-22,108.67,2,0.0
3609,1521,2024-03-09,91.93,3,0.0
3610,1521,2024-04-29,84.76,3,5.0
3611,1521,2024-06-19,102.04,1,0.0
3612,1521,2024-08-17,84.18,1,5.0
3613,1521,2024-10-08,99.26,2,0.0
3614,1521,2024-12-06,117.26,3,0.0
3615,1521,2024-12-30,118.73,2,10.0
3616,1522,2024-02-22,107.0,3,0.0
3617,1522,2024-04-04,116.1,3,0.0
3618,1523,2024-02-22,102.66,5,0.0
3619,1523,2024-04-04,72.53,1,10.0
3620,1523,2024-05-03,97.7,2,10.0
3621,1524,2024-02-22,99.01,3,0.0
3622,1524,2024-03-25,75.52,3,0.0
3623,1524,2024-05-02,93.72,3,0.0
3624,1525,2024-02-22,38.53,4,0.0
3625,1525,2024-04-20,33.27,4,20.0
3626,1526,2024-02-22,89.53,3,0.0
3627,1526,2024-02-29,73.28,2,20.0
3628,1527,2024-02-22,45.85,4,0.0
3629,1527,2024-03-12,38.57,3,0.0
3630,1528,2024-02-22,71.25,1,0.0
3631,1528,2024-03-12,69.28,4,0.0
3632,1528,2024-05-04,67.97,4,0.0
3633,1528,2024-05-17,58.88,3,0.0
3634,1529,2024-02-22,39.21,4,0.0
3635,1530,2024-02-22,53.18,3,0.0
3636,1530,2024-03-13,42.44,3,0.0
3637,1530,2024-04-05,38.43,3,5.0
