performance_id,date,campaign_id,impressions,clicks,conversions,spend,revenue,created_at,campaign_name,channel,target_audience,ctr,cvr,cpc,roas,cac,profit,profit_margin,year,month,month_name,week,day_of_week,day_name,quarter,is_weekend,season,spend_is_outlier,revenue_is_outlier,roas_is_outlier,cac_is_outlier,ctr_is_outlier,cvr_is_outlier
241,2024-11-09,4,3582,55,0,77.39,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34,1.5354550530429927,0.0,1.4070909090909092,0.0,,-77.39,,2024,11,November,45,5,Saturday,4,1,Fall,False,False,False,False,False,False
242,2024-11-10,4,4251,78,1,91.83,64.57,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34,1.834862385321101,1.282051282051282,1.1773076923076924,0.7031471196776652,91.83,-27.260000000000005,-42.21774818026949,2024,11,November,45,6,Sunday,4,1,Fall,False,False,False,False,False,False
243,2024-11-11,4,5707,98,1,123.29,71.01,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34,1.717189416506045,1.0204081632653061,1.258061224489796,0.5759591207721632,123.29,-52.28,-73.62343331925081,2024,11,November,46,0,Monday,4,0,Fall,False,False,False,False,False,False
244,2024-11-12,4,5112,79,1,110.43,74.14,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34,1.5453834115805947,1.2658227848101267,1.3978481012658228,0.6713755320112288,110.43,-36.290000000000006,-48.94793633666038,2024,11,November,46,1,Tuesday,4,0,Fall,False,False,False,False,False,False
245,2024-11-13,4,7115,153,2,153.7,108.51,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34,2.1503865073787773,1.3071895424836601,1.0045751633986928,0.705985686402082,76.85,-45.18999999999998,-41.64593125057597,2024,11,November,46,2,Wednesday,4,0,Fall,False,False,False,False,False,False
246,2024-11-14,4,7296,161,2,157.61,116.68,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34,2.206688596491228,1.2422360248447204,0.978944099378882,0.7403083560687773,78.805,-40.93000000000001,-35.078848131642104,2024,11,November,46,3,Thursday,4,0,Fall,False,False,False,False,False,False
247,2024-11-15,4,5811,102,1,125.53,67.87,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34,1.7552916881775942,0.9803921568627451,1.230686274509804,0.5406675695052976,125.53,-57.66,-84.95653455134816,2024,11,November,46,4,Friday,4,0,Fall,False,False,False,False,False,False
248,2024-11-16,4,3854,64,0,83.26,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34,1.660612350804359,0.0,1.3009375,0.0,,-83.26,,2024,11,November,46,5,Saturday,4,1,Fall,False,False,False,False,False,False
249,2024-11-17,4,5031,109,1,108.68,56.73,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34,2.1665672828463527,0.9174311926605505,0.9970642201834863,0.5219911667280088,108.68,-51.95000000000001,-91.57412303895647,2024,11,November,46,6,Sunday,4,1,Fall,False,False,False,False,False,False
250,2024-11-18,4,4911,73,0,106.1,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34,1.486458969659947,0.0,1.4534246575342464,0.0,,-106.1,,2024,11,November,47,0,Monday,4,0,Fall,False,False,False,False,False,False
251,2024-11-19,4,5368,87,1,115.96,74.89,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34,1.620715350223547,1.1494252873563218,1.3328735632183908,0.6458261469472232,115.96,-41.06999999999999,-54.840432634530636,2024,11,November,47,1,Tuesday,4,0,Fall,False,False,False,False,False,False
252,2024-11-20,4,6654,134,2,143.73,118.37,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34,2.013826269912834,1.4925373134328357,1.0726119402985075,0.8235580602518612,71.865,-25.359999999999985,-21.424347385317212,2024,11,November,47,2,Wednesday,4,0,Fall,False,False,False,False,False,False
253,2024-11-21,4,4192,53,0,90.56,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34,1.2643129770992367,0.0,1.7086792452830188,0.0,,-90.56,,2024,11,November,47,3,Thursday,4,0,Fall,False,False,False,False,False,False
254,2024-11-22,4,4461,60,0,96.36,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34,1.3449899125756557,0.0,1.606,0.0,,-96.36,,2024,11,November,47,4,Friday,4,0,Fall,False,False,False,False,False,False
255,2024-08-02,5,2286,102,3,308.63,314.43,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,4.4619422572178475,2.941176470588235,3.0257843137254903,1.0187927291578913,102.87666666666667,5.800000000000011,1.844607702827342,2024,8,August,31,4,Friday,3,0,Summer,False,False,False,False,False,False
256,2024-08-03,5,1795,90,3,242.41,301.63,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,5.013927576601671,3.3333333333333335,2.6934444444444443,1.2442968524400808,80.80333333333333,59.22,19.633325597586445,2024,8,August,31,5,Saturday,3,1,Summer,False,False,False,False,False,False
257,2024-08-04,5,1602,71,2,216.33,212.26,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,4.431960049937578,2.8169014084507045,3.0469014084507045,0.9811861507881476,108.165,-4.070000000000022,-1.9174597192122973,2024,8,August,31,6,Sunday,3,1,Summer,False,False,False,False,False,False
258,2024-08-05,5,1739,59,1,234.88,84.42,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,3.392754456584244,1.694915254237288,3.9810169491525422,0.35941757493188015,234.88,-150.45999999999998,-178.2279080786543,2024,8,August,32,0,Monday,3,0,Summer,False,False,False,False,False,False
259,2024-08-06,5,2566,128,4,346.52,350.54,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,4.9883086515978174,3.125,2.7071875,1.0116010619877642,86.63,4.020000000000039,1.1468020767958118,2024,8,August,32,1,Tuesday,3,0,Summer,False,False,False,False,False,False
260,2024-08-07,5,2414,113,3,325.97,281.95,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,4.68102734051367,2.6548672566371683,2.884690265486726,0.8649568978740374,108.65666666666668,-44.02000000000004,-15.612697286752987,2024,8,August,32,2,Wednesday,3,0,Summer,False,False,False,False,False,False
261,2024-08-08,5,2344,107,3,316.53,276.51,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,4.564846416382252,2.803738317757009,2.9582242990654204,0.873566486588949,105.50999999999999,-40.01999999999998,-14.47325594011066,2024,8,August,32,3,Thursday,3,0,Summer,False,False,False,False,False,False
262,2024-08-09,5,2641,136,4,356.62,354.28,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,5.149564558879213,2.941176470588235,2.622205882352941,0.9934383938085356,89.155,-2.340000000000032,-0.6604945241052366,2024,8,August,32,4,Friday,3,0,Summer,False,False,False,False,False,False
263,2024-08-10,5,1807,91,3,244.01,258.88,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,5.0359712230215825,3.296703296703297,2.6814285714285715,1.0609401254046966,81.33666666666666,14.870000000000005,5.743974042027196,2024,8,August,32,5,Saturday,3,1,Summer,False,False,False,False,False,False
264,2024-08-11,5,1371,52,1,185.09,80.58,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,3.7928519328956964,1.9230769230769231,3.559423076923077,0.43535577286725374,185.09,-104.51,-129.69719533382974,2024,8,August,32,6,Sunday,3,1,Summer,False,False,False,False,False,False
265,2024-08-12,5,1877,68,1,253.44,80.54,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,3.6228023441662227,1.4705882352941175,3.7270588235294118,0.3177872474747475,253.44,-172.89999999999998,-214.67593742239876,2024,8,August,33,0,Monday,3,0,Summer,False,False,False,True,False,False
266,2024-08-13,5,2351,108,3,317.45,314.89,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,4.593789876648235,2.7777777777777777,2.9393518518518515,0.9919357379114822,105.81666666666666,-2.5600000000000023,-0.812982311283306,2024,8,August,33,1,Tuesday,3,0,Summer,False,False,False,False,False,False
267,2024-08-14,5,1867,68,1,252.05,84.22,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,3.642206748794858,1.4705882352941175,3.706617647058824,0.334140051577068,252.05,-167.83,-199.27570648302068,2024,8,August,33,2,Wednesday,3,0,Summer,False,False,False,True,False,False
268,2024-08-15,5,2280,101,3,307.81,310.6,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,4.4298245614035086,2.9702970297029703,3.0476237623762374,1.0090640330073748,102.60333333333334,2.7900000000000205,0.8982614294913137,2024,8,August,33,3,Thursday,3,0,Summer,False,False,False,False,False,False
269,2024-08-16,5,2960,171,6,399.63,575.62,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,5.777027027027027,3.508771929824561,2.337017543859649,1.4403823536771514,66.605,175.99,30.57398978492756,2024,8,August,33,4,Friday,3,0,Summer,False,False,False,False,True,False
270,2024-08-17,5,1401,54,1,189.21,79.82,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,3.854389721627409,1.8518518518518516,3.503888888888889,0.42185930976164043,189.21,-109.39000000000001,-137.0458531696317,2024,8,August,33,5,Saturday,3,1,Summer,False,False,False,False,False,False
271,2024-08-18,5,1315,48,1,177.61,84.64,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,3.650190114068441,2.083333333333333,3.7002083333333338,0.4765497438207308,177.61,-92.97000000000001,-109.84168241965975,2024,8,August,33,6,Sunday,3,1,Summer,False,False,False,False,False,False
272,2024-08-19,5,1859,67,1,250.99,76.54,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,3.604088219472835,1.4925373134328357,3.746119402985075,0.3049523885413762,250.99,-174.45,-227.92004180820484,2024,8,August,34,0,Monday,3,0,Summer,False,False,False,True,False,False
273,2024-08-20,5,2349,107,3,317.12,259.27,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,4.555129842486164,2.803738317757009,2.9637383177570094,0.817576942482341,105.70666666666666,-57.85000000000002,-22.312647047479473,2024,8,August,34,1,Tuesday,3,0,Summer,False,False,False,False,False,False
274,2024-08-21,5,2956,170,6,399.19,582.17,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,5.7510148849797025,3.5294117647058822,2.348176470588235,1.4583782158871714,66.53166666666667,182.97999999999996,31.430681759623475,2024,8,August,34,2,Wednesday,3,0,Summer,False,False,False,False,True,False
275,2024-08-22,5,2574,129,4,347.57,323.19,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,5.011655011655012,3.10077519379845,2.6943410852713177,0.9298558563742556,86.8925,-24.379999999999995,-7.543550233608712,2024,8,August,34,3,Thursday,3,0,Summer,False,False,False,False,False,False
276,2024-08-23,5,2810,154,5,379.46,473.27,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,5.480427046263346,3.2467532467532463,2.464025974025974,1.2472197333052233,75.892,93.81,19.82166627929089,2024,8,August,34,4,Friday,3,0,Summer,False,False,False,False,True,False
277,2024-08-24,5,1971,108,3,266.18,293.44,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,5.47945205479452,2.7777777777777777,2.4646296296296297,1.1024119017206402,88.72666666666667,27.25999999999999,9.289803707742635,2024,8,August,34,5,Saturday,3,1,Summer,False,False,False,False,True,False
278,2024-08-25,5,1581,69,2,213.54,185.48,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,4.364326375711575,2.898550724637681,3.094782608695652,0.868596047578908,106.77,-28.060000000000002,-15.12831572137158,2024,8,August,34,6,Sunday,3,1,Summer,False,False,False,False,False,False
279,2024-08-26,5,1865,68,1,251.91,77.95,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,3.646112600536193,1.4705882352941175,3.704558823529412,0.30943590965027196,251.91,-173.95999999999998,-223.16869788325846,2024,8,August,35,0,Monday,3,0,Summer,False,False,False,True,False,False
280,2024-08-27,5,2911,165,6,393.0,564.92,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,5.668155273102027,3.6363636363636362,2.381818181818182,1.4374554707379135,65.5,171.91999999999996,30.432627628690785,2024,8,August,35,1,Tuesday,3,0,Summer,False,False,False,False,True,False
281,2024-08-28,5,2746,147,5,370.82,456.13,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,5.3532410779315365,3.4013605442176873,2.5225850340136056,1.2300577099401326,74.164,85.31,18.70300133733804,2024,8,August,35,2,Wednesday,3,0,Summer,False,False,False,False,True,False
282,2024-08-29,5,1713,57,1,231.34,99.92,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,3.327495621716287,1.7543859649122806,4.05859649122807,0.43191838851906283,231.34,-131.42000000000002,-131.52522017614092,2024,8,August,35,3,Thursday,3,0,Summer,False,False,False,False,False,False
283,2024-08-30,5,1685,55,1,227.53,81.67,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,3.2640949554896146,1.8181818181818181,4.136909090909091,0.3589416780204808,227.53,-145.86,-178.5967919676748,2024,8,August,35,4,Friday,3,0,Summer,False,False,False,False,False,False
284,2024-08-31,5,1672,78,2,225.73,175.09,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,4.6650717703349285,2.564102564102564,2.8939743589743587,0.7756611881451292,112.865,-50.639999999999986,-28.92226854760408,2024,8,August,35,5,Saturday,3,1,Summer,False,False,False,False,False,False
285,2024-09-01,5,2088,121,4,282.0,322.0,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,5.795019157088123,3.3057851239669422,2.330578512396694,1.1418439716312057,70.5,40.0,12.422360248447205,2024,9,September,35,6,Sunday,3,1,Fall,False,False,False,False,True,False
286,2024-09-02,5,2667,139,4,360.07,396.16,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,5.211848518935133,2.877697841726619,2.590431654676259,1.100230510734024,90.0175,36.09000000000003,9.109955573505662,2024,9,September,36,0,Monday,3,0,Fall,False,False,False,False,True,False
287,2024-09-03,5,2703,142,5,364.97,422.88,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,5.253422123566407,3.5211267605633805,2.570211267605634,1.158670575663753,72.994,57.90999999999997,13.694192205826706,2024,9,September,36,1,Tuesday,3,0,Fall,False,False,False,False,True,False
288,2024-09-04,5,2333,106,3,314.97,279.36,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,4.543506215173596,2.8301886792452833,2.9714150943396227,0.8869416134869987,104.99000000000001,-35.610000000000014,-12.746993127147771,2024,9,September,36,2,Wednesday,3,0,Fall,False,False,False,False,False,False
289,2024-09-05,5,2222,96,2,300.08,217.37,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,4.32043204320432,2.083333333333333,3.125833333333333,0.7243735003998935,150.04,-82.70999999999998,-38.05032893223535,2024,9,September,36,3,Thursday,3,0,Fall,False,False,False,False,False,False
290,2024-09-06,5,2978,173,6,402.13,525.63,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,5.809267965077233,3.4682080924855487,2.324450867052023,1.3071146146768458,67.02166666666666,123.5,23.495614786066245,2024,9,September,36,4,Friday,3,0,Fall,False,False,False,False,True,False
291,2024-09-07,5,1728,83,2,233.33,198.33,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,4.8032407407407405,2.4096385542168677,2.8112048192771084,0.8499978571122445,116.665,-35.0,-17.647355417738112,2024,9,September,36,5,Saturday,3,1,Fall,False,False,False,False,False,False
292,2024-09-08,5,1843,94,3,248.87,336.03,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,5.100379815518177,3.1914893617021276,2.647553191489362,1.3502230079961424,82.95666666666666,87.15999999999997,25.938160283308033,2024,9,September,36,6,Sunday,3,1,Fall,False,False,False,False,False,False
293,2024-09-09,5,1898,70,1,256.27,84.02,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,3.68809272918862,1.4285714285714286,3.6609999999999996,0.32785733796386624,256.27,-172.25,-205.01071173530113,2024,9,September,37,0,Monday,3,0,Fall,False,False,False,True,False,False
294,2024-09-10,5,2523,124,4,340.67,327.87,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,4.914783987316686,3.225806451612903,2.7473387096774196,0.9624269821234626,85.1675,-12.800000000000011,-3.9039863360478275,2024,9,September,37,1,Tuesday,3,0,Fall,False,False,False,False,False,False
295,2024-09-11,5,1851,66,1,249.94,78.85,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,3.565640194489465,1.5151515151515151,3.786969696969697,0.31547571417140113,249.94,-171.09,-216.9816106531389,2024,9,September,37,2,Wednesday,3,0,Fall,False,False,False,True,False,False
296,2024-09-12,5,1615,50,1,218.03,93.12,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,3.0959752321981426,2.0,4.3606,0.42709718846030365,218.03,-124.91,-134.13874570446737,2024,9,September,37,3,Thursday,3,0,Fall,False,False,False,False,False,False
297,2024-09-13,5,2431,115,3,328.25,261.2,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,4.730563554092966,2.608695652173913,2.8543478260869564,0.7957349581111957,109.41666666666667,-67.05000000000001,-25.669984686064325,2024,9,September,37,4,Friday,3,0,Fall,False,False,False,False,False,False
298,2024-09-14,5,1351,51,1,182.48,102.86,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,3.774981495188749,1.9607843137254901,3.578039215686274,0.5636782113108286,182.48,-79.61999999999999,-77.40618316157884,2024,9,September,37,5,Saturday,3,1,Fall,False,False,False,False,False,False
299,2024-09-15,5,1807,91,3,244.03,279.76,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44,5.0359712230215825,3.296703296703297,2.681648351648352,1.146416424210138,81.34333333333333,35.72999999999999,12.771661424077777,2024,9,September,37,6,Sunday,3,1,Fall,False,False,False,False,False,False
300,2024-03-22,6,4560,177,4,399.06,397.65,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,3.8815789473684212,2.2598870056497176,2.2545762711864406,0.9964666967373327,99.765,-1.410000000000025,-0.35458317615994595,2024,3,March,12,4,Friday,1,0,Spring,False,False,False,False,False,False
301,2024-03-23,6,3365,138,4,294.48,357.01,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,4.101040118870728,2.898550724637681,2.133913043478261,1.2123403966313502,73.62,62.52999999999997,17.514915548584067,2024,3,March,12,5,Saturday,1,1,Spring,False,False,False,False,False,False
302,2024-03-24,6,3147,120,3,275.39,299.23,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,3.813155386081983,2.5,2.2949166666666665,1.0865681397291116,91.79666666666667,23.840000000000032,7.967115596698202,2024,3,March,12,6,Sunday,1,1,Spring,False,False,False,False,False,False
303,2024-03-25,6,3915,130,3,342.61,259.55,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,3.3205619412515963,2.307692307692308,2.6354615384615387,0.7575669128163217,114.20333333333333,-83.06,-32.0015411288769,2024,3,March,13,0,Monday,1,0,Spring,False,False,False,False,False,False
304,2024-03-26,6,4462,170,4,390.5,395.54,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,3.809950694755715,2.3529411764705883,2.2970588235294116,1.0129065300896287,97.625,5.0400000000000205,1.2742074126510645,2024,3,March,13,1,Tuesday,1,0,Spring,False,False,False,False,False,False
305,2024-03-27,6,4903,205,6,429.03,422.57,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,4.1811136039159695,2.9268292682926833,2.092829268292683,0.9849427778943198,71.505,-6.4599999999999795,-1.528740800340767,2024,3,March,13,2,Wednesday,1,0,Spring,False,False,False,False,False,False
306,2024-03-28,6,3277,91,1,286.82,78.46,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,2.7769301190112907,1.098901098901099,3.151868131868132,0.27355135625130744,286.82,-208.36,-265.56206984450677,2024,3,March,13,3,Thursday,1,0,Spring,False,False,False,True,False,False
307,2024-03-29,6,4712,189,5,412.31,436.77,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,4.0110356536502545,2.6455026455026456,2.1815343915343917,1.059324294826708,82.462,24.45999999999998,5.600201479039306,2024,3,March,13,4,Friday,1,0,Spring,False,False,False,False,False,False
308,2024-03-30,6,2505,76,1,219.26,72.23,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,3.033932135728543,1.3157894736842104,2.885,0.3294262519383381,219.26,-147.02999999999997,-203.55807836079185,2024,3,March,13,5,Saturday,1,1,Spring,False,False,False,False,False,False
309,2024-03-31,6,3194,124,3,279.54,275.37,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,3.8822792736380713,2.4193548387096775,2.2543548387096775,0.9850826357587464,93.18,-4.170000000000016,-1.5143261793223721,2024,3,March,13,6,Sunday,1,1,Spring,False,False,False,False,False,False
310,2024-04-01,6,5188,229,7,454.01,595.11,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,4.414032382420972,3.056768558951965,1.9825764192139737,1.310786106032907,64.85857142857142,141.10000000000002,23.70990237099024,2024,4,April,14,0,Monday,2,0,Spring,False,False,False,False,False,False
311,2024-04-02,6,4084,142,3,357.39,212.21,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,3.4769833496571985,2.112676056338028,2.516830985915493,0.5937771062424803,119.13,-145.17999999999998,-68.41336412044672,2024,4,April,14,1,Tuesday,2,0,Spring,False,False,False,False,False,False
312,2024-04-03,6,2967,75,1,259.69,82.69,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,2.5278058645096055,1.3333333333333335,3.4625333333333335,0.3184181139050406,259.69,-177.0,-214.0524851856331,2024,4,April,14,2,Wednesday,2,0,Spring,False,False,False,True,False,False
313,2024-04-04,6,3662,114,2,320.48,153.03,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,3.113052976515565,1.7543859649122806,2.8112280701754386,0.4775024962556165,160.24,-167.45000000000002,-109.42298895641377,2024,4,April,14,3,Thursday,2,0,Spring,False,False,False,False,False,False
314,2024-04-05,6,3094,81,1,270.77,100.7,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,2.6179702650290886,1.2345679012345678,3.3428395061728393,0.3719023525501348,270.77,-170.07,-168.88778550148956,2024,4,April,14,4,Friday,2,0,Spring,False,False,False,True,False,False
315,2024-04-06,6,3448,145,4,301.73,350.23,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,4.205336426914153,2.7586206896551726,2.080896551724138,1.1607397341994499,75.4325,48.5,13.848042714787425,2024,4,April,14,5,Saturday,2,1,Spring,False,False,False,False,False,False
316,2024-04-07,6,3646,162,5,319.03,509.93,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,4.443225452550741,3.0864197530864197,1.9693209876543207,1.5983763282449928,63.806,190.90000000000003,37.43651089365208,2024,4,April,14,6,Sunday,2,1,Spring,False,False,False,False,False,False
317,2024-04-08,6,4523,174,4,395.81,308.65,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,3.8470042007517136,2.2988505747126435,2.2747701149425286,0.7797933351860741,98.9525,-87.16000000000003,-28.239105783249645,2024,4,April,15,0,Monday,2,0,Spring,False,False,False,False,False,False
318,2024-04-09,6,2968,75,1,259.77,93.71,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,2.526954177897574,1.3333333333333335,3.4635999999999996,0.3607421950186704,259.77,-166.06,-177.2062746771956,2024,4,April,15,1,Tuesday,2,0,Spring,False,False,False,True,False,False
319,2024-04-10,6,4027,138,3,352.38,270.45,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,3.42686863670226,2.1739130434782608,2.553478260869565,0.7674953175549123,117.46,-81.93,-30.293954520244043,2024,4,April,15,2,Wednesday,2,0,Spring,False,False,False,False,False,False
320,2024-04-11,6,5123,224,6,448.28,445.02,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,4.372438024594963,2.6785714285714284,2.0012499999999998,0.9927277594360667,74.71333333333332,-3.259999999999991,-0.732551346006919,2024,4,April,15,3,Thursday,2,0,Spring,False,False,False,False,False,False
321,2024-04-12,6,4309,158,4,377.09,358.33,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,3.66674402413553,2.5316455696202533,2.386645569620253,0.950250603304251,94.2725,-18.75999999999999,-5.235397538581752,2024,4,April,15,4,Friday,2,0,Spring,False,False,False,False,False,False
322,2024-04-13,6,2855,99,2,249.86,142.2,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,3.4676007005253937,2.0202020202020203,2.5238383838383838,0.5691187064756262,124.93,-107.66000000000003,-75.7102672292546,2024,4,April,15,5,Saturday,2,1,Spring,False,False,False,False,False,False
323,2024-04-14,6,2608,82,1,228.2,79.33,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,3.144171779141104,1.2195121951219512,2.7829268292682925,0.3476336546888694,228.2,-148.87,-187.6591453422413,2024,4,April,15,6,Sunday,2,1,Spring,False,False,False,False,False,False
324,2024-04-15,6,4518,174,4,395.35,388.65,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,3.851261620185923,2.2988505747126435,2.272126436781609,0.9830529910206145,98.8375,-6.7000000000000455,-1.7239161199022375,2024,4,April,16,0,Monday,2,0,Spring,False,False,False,False,False,False
325,2024-04-16,6,3681,115,2,322.1,183.17,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,3.124151045911437,1.7391304347826086,2.8008695652173916,0.5686743247438683,161.05,-138.93000000000004,-75.84757329256976,2024,4,April,16,1,Tuesday,2,0,Spring,False,False,False,False,False,False
326,2024-04-17,6,3578,109,2,313.14,200.27,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,3.0463946338736725,1.834862385321101,2.8728440366972476,0.63955419301271,156.57,-112.86999999999998,-56.35891546412341,2024,4,April,16,2,Wednesday,2,0,Spring,False,False,False,False,False,False
327,2024-04-18,6,4871,202,6,426.22,520.22,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,4.146992404023814,2.9702970297029703,2.1100000000000003,1.2205433813523532,71.03666666666668,94.0,18.069278382222905,2024,4,April,16,3,Thursday,2,0,Spring,False,False,False,False,False,False
328,2024-04-19,6,3988,135,3,349.0,236.08,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,3.3851554663991976,2.2222222222222223,2.585185185185185,0.6764469914040115,116.33333333333333,-112.91999999999999,-47.83124364622161,2024,4,April,16,4,Friday,2,0,Spring,False,False,False,False,False,False
329,2024-04-20,6,2565,80,1,224.48,100.99,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,3.1189083820662766,1.25,2.806,0.449884176764077,224.48,-123.49,-122.27943360728786,2024,4,April,16,5,Saturday,2,1,Spring,False,False,False,False,False,False
330,2024-04-21,6,2704,89,2,236.67,170.99,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44,3.2914201183431953,2.247191011235955,2.6592134831460674,0.7224827819326489,118.335,-65.67999999999998,-38.41160301772032,2024,4,April,16,6,Sunday,2,1,Spring,False,False,False,False,False,False
