performance_id,date,campaign_id,impressions,clicks,conversions,spend,revenue,created_at,campaign_name,channel,target_audience
234,2024-11-02,4,3977,68,0,85.92,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
235,2024-11-03,4,4171,75,1,90.1,60.87,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
236,2024-11-04,4,7182,156,2,155.15,146.76,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
237,2024-11-05,4,4532,62,0,97.9,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
238,2024-11-06,4,6420,124,2,138.68,147.09,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
239,2024-11-07,4,6675,135,2,144.2,126.65,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
240,2024-11-08,4,6770,138,2,146.24,154.2,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
241,2024-11-09,4,3582,55,0,77.39,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
242,2024-11-10,4,4251,78,1,91.83,64.57,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
243,2024-11-11,4,5707,98,1,123.29,71.01,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
244,2024-11-12,4,5112,79,1,110.43,74.14,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
245,2024-11-13,4,7115,153,2,153.7,108.51,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
246,2024-11-14,4,7296,161,2,157.61,116.68,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
247,2024-11-15,4,5811,102,1,125.53,67.87,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
248,2024-11-16,4,3854,64,0,83.26,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
249,2024-11-17,4,5031,109,1,108.68,56.73,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
250,2024-11-18,4,4911,73,0,106.1,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
251,2024-11-19,4,5368,87,1,115.96,74.89,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
252,2024-11-20,4,6654,134,2,143.73,118.37,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
253,2024-11-21,4,4192,53,0,90.56,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
254,2024-11-22,4,4461,60,0,96.36,0.0,2026-01-01T19:41:22.293473,Social Campaign 4,social,25-34
255,2024-08-02,5,2286,102,3,308.63,314.43,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
256,2024-08-03,5,1795,90,3,242.41,301.63,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
257,2024-08-04,5,1602,71,2,216.33,212.26,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
258,2024-08-05,5,1739,59,1,234.88,84.42,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
259,2024-08-06,5,2566,128,4,346.52,350.54,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
260,2024-08-07,5,2414,113,3,325.97,281.95,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
261,2024-08-08,5,2344,107,3,316.53,276.51,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
262,2024-08-09,5,2641,136,4,356.62,354.28,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
263,2024-08-10,5,1807,91,3,244.01,258.88,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
264,2024-08-11,5,1371,52,1,185.09,80.58,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
265,2024-08-12,5,1877,68,1,253.44,80.54,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
266,2024-08-13,5,2351,108,3,317.45,314.89,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
267,2024-08-14,5,1867,68,1,252.05,84.22,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
268,2024-08-15,5,2280,101,3,307.81,310.6,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
269,2024-08-16,5,2960,171,6,399.63,575.62,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
270,2024-08-17,5,1401,54,1,189.21,79.82,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
271,2024-08-18,5,1315,48,1,177.61,84.64,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
272,2024-08-19,5,1859,67,1,250.99,76.54,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
273,2024-08-20,5,2349,107,3,317.12,259.27,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
274,2024-08-21,5,2956,170,6,399.19,582.17,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
275,2024-08-22,5,2574,129,4,347.57,323.19,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
276,2024-08-23,5,2810,154,5,379.46,473.27,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
277,2024-08-24,5,1971,108,3,266.18,293.44,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
278,2024-08-25,5,1581,69,2,213.54,185.48,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
279,2024-08-26,5,1865,68,1,251.91,77.95,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
280,2024-08-27,5,2911,165,6,393.0,564.92,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
281,2024-08-28,5,2746,147,5,370.82,456.13,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
282,2024-08-29,5,1713,57,1,231.34,99.92,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
283,2024-08-30,5,1685,55,1,227.53,81.67,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
284,2024-08-31,5,1672,78,2,225.73,175.09,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
285,2024-09-01,5,2088,121,4,282.0,322.0,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
286,2024-09-02,5,2667,139,4,360.07,396.16,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
287,2024-09-03,5,2703,142,5,364.97,422.88,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
288,2024-09-04,5,2333,106,3,314.97,279.36,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
289,2024-09-05,5,2222,96,2,300.08,217.37,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
290,2024-09-06,5,2978,173,6,402.13,525.63,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
291,2024-09-07,5,1728,83,2,233.33,198.33,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
292,2024-09-08,5,1843,94,3,248.87,336.03,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
293,2024-09-09,5,1898,70,1,256.27,84.02,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
294,2024-09-10,5,2523,124,4,340.67,327.87,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
295,2024-09-11,5,1851,66,1,249.94,78.85,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
296,2024-09-12,5,1615,50,1,218.03,93.12,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
297,2024-09-13,5,2431,115,3,328.25,261.2,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
298,2024-09-14,5,1351,51,1,182.48,102.86,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
299,2024-09-15,5,1807,91,3,244.03,279.76,2026-01-01T19:41:22.293473,Affiliate Campaign 5,affiliate,35-44
300,2024-03-22,6,4560,177,4,399.06,397.65,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
301,2024-03-23,6,3365,138,4,294.48,357.01,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
302,2024-03-24,6,3147,120,3,275.39,299.23,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
303,2024-03-25,6,3915,130,3,342.61,259.55,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
304,2024-03-26,6,4462,170,4,390.5,395.54,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
305,2024-03-27,6,4903,205,6,429.03,422.57,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
306,2024-03-28,6,3277,91,1,286.82,78.46,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
307,2024-03-29,6,4712,189,5,412.31,436.77,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
308,2024-03-30,6,2505,76,1,219.26,72.23,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
309,2024-03-31,6,3194,124,3,279.54,275.37,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
310,2024-04-01,6,5188,229,7,454.01,595.11,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
311,2024-04-02,6,4084,142,3,357.39,212.21,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
312,2024-04-03,6,2967,75,1,259.69,82.69,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
313,2024-04-04,6,3662,114,2,320.48,153.03,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
314,2024-04-05,6,3094,81,1,270.77,100.7,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
315,2024-04-06,6,3448,145,4,301.73,350.23,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
316,2024-04-07,6,3646,162,5,319.03,509.93,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
317,2024-04-08,6,4523,174,4,395.81,308.65,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
318,2024-04-09,6,2968,75,1,259.77,93.71,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
319,2024-04-10,6,4027,138,3,352.38,270.45,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
320,2024-04-11,6,5123,224,6,448.28,445.02,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
321,2024-04-12,6,4309,158,4,377.09,358.33,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
322,2024-04-13,6,2855,99,2,249.86,142.2,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
323,2024-04-14,6,2608,82,1,228.2,79.33,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
324,2024-04-15,6,4518,174,4,395.35,388.65,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
325,2024-04-16,6,3681,115,2,322.1,183.17,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
326,2024-04-17,6,3578,109,2,313.14,200.27,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
327,2024-04-18,6,4871,202,6,426.22,520.22,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
328,2024-04-19,6,3988,135,3,349.0,236.08,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
329,2024-04-20,6,2565,80,1,224.48,100.99,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
330,2024-04-21,6,2704,89,2,236.67,170.99,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
331,2024-04-22,6,5300,239,7,463.79,632.52,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
332,2024-04-23,6,4204,150,3,367.9,246.15,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
333,2024-04-24,6,3331,94,1,291.48,80.3,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
334,2024-04-25,6,4730,191,5,413.92,446.32,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
335,2024-04-26,6,4739,191,5,414.69,374.6,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
336,2024-04-27,6,2954,106,2,258.53,199.08,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
337,2024-04-28,6,2763,93,2,241.79,183.48,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
338,2024-04-29,6,3168,85,1,277.24,101.09,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
339,2024-04-30,6,4367,162,4,382.16,304.54,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
340,2024-05-01,6,3259,90,1,285.2,86.73,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
341,2024-05-02,6,4228,152,3,369.97,213.51,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
342,2024-05-03,6,5310,240,7,464.68,693.28,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
343,2024-05-04,6,2803,95,2,245.3,143.99,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
344,2024-05-05,6,3441,144,4,301.15,339.78,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
345,2024-05-06,6,4632,183,5,405.35,426.51,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
346,2024-05-07,6,3542,107,2,309.96,192.76,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
347,2024-05-08,6,5281,238,7,462.09,534.01,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
348,2024-05-09,6,4225,152,3,369.76,243.13,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
349,2024-05-10,6,5137,225,7,449.53,596.96,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
350,2024-05-11,6,3522,151,4,308.26,389.51,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
351,2024-05-12,6,2484,75,1,217.4,94.86,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
352,2024-05-13,6,3890,129,3,340.42,299.29,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
353,2024-05-14,6,4118,144,3,360.39,287.7,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
354,2024-05-15,6,3565,108,2,311.99,156.3,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
355,2024-05-16,6,4313,158,4,377.44,407.85,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
356,2024-05-17,6,4074,141,3,356.5,219.16,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
357,2024-05-18,6,2936,105,2,256.92,159.47,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
358,2024-05-19,6,2959,106,2,258.93,172.95,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
359,2024-05-20,6,3989,135,3,349.12,236.82,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
360,2024-05-21,6,3333,94,1,291.71,91.71,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
361,2024-05-22,6,4276,156,4,374.18,303.76,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
362,2024-05-23,6,4777,194,5,418.04,347.42,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
363,2024-05-24,6,4701,188,5,411.4,459.89,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
364,2024-05-25,6,3406,141,4,298.03,324.51,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
365,2024-05-26,6,3151,121,3,275.77,287.72,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
366,2024-05-27,6,5282,238,7,462.22,593.89,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
367,2024-05-28,6,2960,74,1,259.08,85.08,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
368,2024-05-29,6,4321,159,4,378.14,390.28,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
369,2024-05-30,6,5020,215,6,439.27,497.82,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
370,2024-05-31,6,4163,147,3,364.31,250.61,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
371,2024-06-01,6,3252,129,3,284.62,245.82,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
372,2024-06-02,6,3136,119,3,274.43,219.74,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
373,2024-06-03,6,4024,138,3,352.16,302.86,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
374,2024-06-04,6,3702,117,2,323.98,183.1,2026-01-01T19:41:22.293473,Paid Search Campaign 6,paid_search,35-44
375,2024-04-20,7,8392,164,2,181.28,148.29,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
376,2024-04-21,7,9328,203,3,201.49,223.03,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
377,2024-04-22,7,10208,170,2,220.5,120.47,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
378,2024-04-23,7,12443,253,4,268.79,286.98,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
379,2024-04-24,7,13458,296,5,290.7,264.67,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
380,2024-04-25,7,8151,108,1,176.08,68.41,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
381,2024-04-26,7,13778,310,5,297.62,389.67,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
382,2024-04-27,7,8840,182,3,190.95,189.85,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
383,2024-04-28,7,5845,79,0,126.25,0.0,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
384,2024-04-29,7,13459,296,5,290.72,317.68,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
385,2024-04-30,7,12280,246,4,265.27,301.96,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
386,2024-05-01,7,8003,104,1,172.88,72.7,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
387,2024-05-02,7,9636,151,1,208.15,61.75,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
388,2024-05-03,7,8661,122,1,187.08,65.81,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
389,2024-05-04,7,8004,149,2,172.9,145.21,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
390,2024-05-05,7,6175,89,1,133.39,54.05,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
391,2024-05-06,7,13447,295,5,290.48,340.56,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
392,2024-05-07,7,9289,141,1,200.66,75.73,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
393,2024-05-08,7,8644,122,1,186.73,63.99,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
394,2024-05-09,7,9376,143,1,202.53,58.64,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
395,2024-05-10,7,7762,98,1,167.67,72.92,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
396,2024-05-11,7,9553,213,3,206.36,208.85,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
397,2024-05-12,7,6120,87,1,132.19,63.48,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
398,2024-05-13,7,9981,163,2,215.59,134.55,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
399,2024-05-14,7,11917,232,3,257.42,189.1,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
400,2024-05-15,7,9350,143,1,201.98,73.98,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
401,2024-05-16,7,9015,132,1,194.73,62.0,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
402,2024-05-17,7,10889,194,2,235.21,116.33,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
403,2024-05-18,7,8032,150,2,173.5,133.89,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
404,2024-05-19,7,9976,232,4,215.49,238.7,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
405,2024-05-20,7,14154,327,6,305.75,414.68,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
406,2024-05-21,7,9511,148,1,205.46,66.71,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
407,2024-05-22,7,12226,244,4,264.1,285.45,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
408,2024-05-23,7,8023,105,1,173.32,67.77,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
409,2024-05-24,7,10978,197,2,237.14,151.02,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
410,2024-05-25,7,6712,105,1,144.99,72.77,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
411,2024-05-26,7,8194,156,2,177.01,122.32,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
412,2024-05-27,7,11902,231,3,257.08,204.43,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
413,2024-05-28,7,12173,242,4,262.95,282.98,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
414,2024-05-29,7,12051,237,3,260.3,221.39,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
415,2024-05-30,7,11846,229,3,255.89,226.47,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
416,2024-05-31,7,11966,234,3,258.47,180.1,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
417,2024-06-01,7,7426,128,1,160.42,67.07,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
418,2024-06-02,7,8773,179,3,189.51,163.03,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
419,2024-06-03,7,9648,152,1,208.4,71.43,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
420,2024-06-04,7,8859,128,1,191.37,55.44,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
421,2024-06-05,7,11260,207,3,243.23,231.78,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
422,2024-06-06,7,11204,205,3,242.01,227.25,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
423,2024-06-07,7,13181,284,5,284.72,293.41,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
424,2024-06-08,7,9200,197,3,198.73,193.58,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
425,2024-06-09,7,9116,194,3,196.91,214.23,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
426,2024-06-10,7,9935,161,2,214.61,109.99,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
427,2024-06-11,7,14055,323,6,303.6,333.96,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
428,2024-06-12,7,14079,324,6,304.11,446.18,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
429,2024-06-13,7,12480,254,4,269.57,309.91,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
430,2024-06-14,7,14084,324,6,304.22,437.52,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
431,2024-06-15,7,7080,117,1,152.93,72.56,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
432,2024-06-16,7,5454,69,0,117.82,0.0,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
433,2024-06-17,7,10701,187,2,231.16,138.99,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
434,2024-06-18,7,12137,241,3,262.18,201.6,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
435,2024-06-19,7,13128,282,5,283.57,382.24,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
436,2024-06-20,7,8415,115,1,181.77,58.08,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
437,2024-06-21,7,7865,101,1,169.89,74.99,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
438,2024-06-22,7,7983,148,2,172.45,151.59,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
439,2024-06-23,7,6412,96,1,138.52,53.64,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
440,2024-06-24,7,13137,282,5,283.78,378.22,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
441,2024-06-25,7,9694,153,2,209.41,125.23,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
442,2024-06-26,7,8622,121,1,186.25,76.6,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
443,2024-06-27,7,9709,154,2,209.72,129.62,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
444,2024-06-28,7,8341,113,1,180.18,75.07,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
445,2024-06-29,7,6016,84,0,129.97,0.0,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
446,2024-06-30,7,8487,168,2,183.34,142.64,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
447,2024-07-01,7,13943,318,6,301.19,377.38,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
448,2024-07-02,7,12599,259,4,272.15,224.07,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
449,2024-07-03,7,10438,178,2,225.47,109.15,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
450,2024-07-04,7,10930,195,2,236.09,125.22,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
451,2024-07-05,7,13980,319,6,301.98,317.1,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
452,2024-07-06,7,7102,117,1,153.41,63.53,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
453,2024-07-07,7,9781,223,4,211.29,296.97,2026-01-01T19:41:22.293473,Social Campaign 7,social,18-24
454,2024-02-19,8,75502,1433,38,188.76,3061.68,2026-01-01T19:41:22.293473,Email Campaign 8,email,55+
455,2024-02-20,8,102047,2619,94,255.12,8397.52,2026-01-01T19:41:22.293473,Email Campaign 8,email,55+
456,2024-02-21,8,90967,2081,66,227.42,4748.32,2026-01-01T19:41:22.293473,Email Campaign 8,email,55+
457,2024-02-22,8,80896,1646,46,202.24,2928.58,2026-01-01T19:41:22.293473,Email Campaign 8,email,55+
458,2024-02-23,8,120151,3631,153,300.38,11267.15,2026-01-01T19:41:22.293473,Email Campaign 8,email,55+
459,2024-02-24,8,76371,2095,80,190.93,6340.09,2026-01-01T19:41:22.293473,Email Campaign 8,email,55+
460,2024-02-25,8,73632,1948,72,184.08,4366.13,2026-01-01T19:41:22.293473,Email Campaign 8,email,55+
461,2024-02-26,8,116499,3413,140,291.25,9422.99,2026-01-01T19:41:22.293473,Email Campaign 8,email,55+
462,2024-02-27,8,77086,1494,40,192.72,3077.49,2026-01-01T19:41:22.293473,Email Campaign 8,email,55+
463,2024-02-28,8,73668,1365,35,184.17,2903.42,2026-01-01T19:41:22.293473,Email Campaign 8,email,55+
464,2024-02-29,8,81931,1688,48,204.83,3190.97,2026-01-01T19:41:22.293473,Email Campaign 8,email,55+
